YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q4,10,25,CO,GB,Heathrow,ES,ES,CO,CO,ES,CVEDP,No,Human Consumption,652,565,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-27,2018,Q4,10,27,3043100,3043100,Oreochromis Niloticus,Oreochromis Niloticus,-
2018,Q4,10,30,CO,GB,Heathrow,ES,ES,CO,CO,ES,CVEDP,No,Human Consumption,702,615,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-31,2018,Q4,10,31,3043100,3043100,Oreochromis Niloticus,Oreochromis Niloticus,-
2018,Q4,10,3,EC,GB,"Felixstowe, P",GB,GB,EC,EC,GB,CVEDP,No,Human Consumption,24000,18000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-07,2018,Q4,10,7,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,10,10,PE,GB,"Tilbury, P",GB,GB,PE,PE,GB,CVEDP,No,Human Consumption,20180,14608,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-16,2018,Q4,10,16,16041600,16041600,Engraulis Ringens,Engraulis Ringens,-
2018,Q4,10,16,AR,GB,London Gateway,GB,GB,AR,AR,GB,CVEDP,No,Human Consumption,21130,20035,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-22,2018,Q4,10,22,4090000,4090000,Apis Melifera,Apis Melifera,-
2018,Q4,10,16,SN,GB,"Grimsby-Immingham, P",GB,GB,SN,SN,GB,CVEDP,No,Human Consumption,11834,11270,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-25,2018,Q4,10,25,3061792,3061792,Penaeus Notialis,Penaeus Notialis,-
2018,Q4,10,18,MX,GB,"Tilbury, P",GB,GB,MX,MX,GB,CVEDP,No,Human Consumption,22344,21300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-24,2018,Q4,10,24,4090000,4090000,Apis Mellifera,Apis Mellifera,-
2018,Q4,10,19,MX,GB,"Tilbury, P",GB,GB,MX,MX,GB,CVEDP,No,Human Consumption,22658,21600,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-24,2018,Q4,10,24,4090000,4090000,Apis Mellifera,Apis Mellifera,-
2018,Q4,10,29,NZ,GB,Heathrow,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,737,648,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-02,2018,Q4,11,2,4090000,4090000,Apis Mellifera,Apis Mellifera,-
2018,Q4,10,31,PK,GB,Stansted,GB,GB,PK,PK,GB,CVEDP,No,Human Consumption,1,1,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2018-10-31,2018,Q4,10,31,40210,40210,Bos Taurus,Bos Taurus,-
2018,Q4,10,1,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26220,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-10,2018,Q4,10,10,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,1,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26270,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-08,2018,Q4,10,8,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,4,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,26340,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-11,2018,Q4,10,11,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,9,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26260,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-17,2018,Q4,10,17,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,9,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26200,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-23,2018,Q4,10,23,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,9,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26220,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-23,2018,Q4,10,23,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25635,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25705,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-29,2018,Q4,10,29,2109939,2109939,Aves,Aves,coccidiostats
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25505,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,2109939,2109939,Aves,Aves,Salmonella spp.
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25745,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-01,2018,Q4,11,1,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25685,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-01,2018,Q4,11,1,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25775,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-01,2018,Q4,11,1,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25695,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25655,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,2109939,2109939,Aves,Aves,Salmonella spp.
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25615,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25685,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-01,2018,Q4,11,1,2109939,2109939,Aves,Aves,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25405,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-01,2018,Q4,11,1,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25465,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-06,2018,Q4,11,6,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,25,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,25685,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-12,2018,Q4,11,12,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,25,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-12,2018,Q4,11,12,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,25,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-12,2018,Q4,11,12,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,25,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-12,2018,Q4,11,12,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,23,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26220,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-05,2018,Q4,11,5,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,1,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,26280,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-13,2018,Q4,10,13,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,1,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-13,2018,Q4,10,13,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,1,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-13,2018,Q4,10,13,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,1,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-13,2018,Q4,10,13,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,1,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,26260,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-04,2018,Q4,10,4,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,1,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,26220,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-04,2018,Q4,10,4,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,4,BR,GB,London Gateway,GB,GB,BR,BR,GB,CVEDP,No,Human Consumption,26240,25005,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-10,2018,Q4,10,10,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,23,US,GB,Belfast,GB,GB,US,US,GB,CVEDP,No,Other,39,1,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-10-23,2018,Q4,10,23,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q4,10,1,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-12,2018,Q4,10,12,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,1,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-12,2018,Q4,10,12,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-29,2018,Q4,10,29,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-29,2018,Q4,10,29,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,30,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-02,2018,Q4,11,2,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,1,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-03,2018,Q4,10,3,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-09,2018,Q4,10,9,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-09,2018,Q4,10,9,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-10,2018,Q4,10,10,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-10,2018,Q4,10,10,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-11,2018,Q4,10,11,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,2,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-10,2018,Q4,10,10,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,3,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-06,2018,Q4,10,6,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,3,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,3,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,3,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-06,2018,Q4,10,6,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-12,2018,Q4,10,12,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella spp.
2018,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-17,2018,Q4,10,17,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,8,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-29,2018,Q4,10,29,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,8,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-29,2018,Q4,10,29,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,9,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,9,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,9,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,9,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-09,2018,Q4,11,9,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,9,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-15,2018,Q4,10,15,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,12,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-18,2018,Q4,10,18,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-19,2018,Q4,11,19,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-19,2018,Q4,11,19,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-19,2018,Q4,11,19,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella enteritidis
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-19,2018,Q4,11,19,20714,20714,Gallus Gallus,Gallus Gallus,Salmonella typhimurium
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-31,2018,Q4,10,31,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,22,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,26571,25500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-30,2018,Q4,10,30,20714,20714,Gallus Gallus,Gallus Gallus,-
2018,Q4,10,25,BR,GB,London Gateway,AT,AT,BR,BR,GB,CVEDP,No,Human Consumption,28388,27750,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-10-29,2018,Q4,10,29,20714,20714,Gallus Gallus,Gallus Gallus,-
