YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,10,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,19122.36,18686.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-11,2017,Q4,11,11,2069099,02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19573.65,15552,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19573.65,15552,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-08,2017,Q4,11,8,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19573.65,15552,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19573.65,15552,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19573.65,15552,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,20641.92,15974.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16041421,16041421,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Technical Use,20450,20000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-11-09,2017,Q4,11,9,50590,50590,-,,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,11394,8424,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-21,2017,Q4,11,21,230910,230910,Aves,Aves,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,4037.6,2760,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-21,2017,Q4,11,21,230910,230910,Pesca,Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17509.4,12698.64,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17509.4,12698.64,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17440.8,11558.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17440.8,11558.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,3971.6,2554.8,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-21,2017,Q4,11,21,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,3971.6,2554.8,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-21,2017,Q4,11,21,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21403.2,19600,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-07,2017,Q4,11,7,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,22500,21600,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-05,2017,Q4,11,5,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20002.32,19080,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,22845.59,21330,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-13,2017,Q4,11,13,160232,160232,Aves,Aves,-
2017,Q4,10,25,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,24934.03,23952,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-08,2017,Q4,11,8,20714,20714,Gallus Gallus,Gallus Gallus,-
2017,Q4,10,25,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,25320,24000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-09,2017,Q4,11,9,20727,20727,Meleagris Gallopavo,Meleagris Gallopavo,-
2017,Q4,10,25,TH,GB,London Gateway,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,5245.44,4052.16,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-13,2017,Q4,11,13,1905,1905,-,,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,22132,20120,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-04,2017,Q4,11,4,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21562.5,18750,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-04,2017,Q4,11,4,16052190,16052190,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,15298,14075.25,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,11635,8792,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,11635,8792,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,25,NZ,GB,"Tilbury, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,3786.15,3210.72,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-02,2017,Q4,11,2,4090000,04090000|04100000,Apis Melifera,Apis Melifera|Apis Melifera,-
2017,Q4,10,25,NZ,GB,"Tilbury, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,3786.15,3210.72,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-02,2017,Q4,11,2,4100000,04090000|04100000,Apis Melifera,Apis Melifera|Apis Melifera,-
2017,Q4,10,25,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,3512.16,2952.82,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-07,2017,Q4,11,7,16051000,16051000,Portunus Pelagicus,Portunus Pelagicus,-
2017,Q4,10,25,JP,GB,"Southampton, P",GB,GB,JP,Japan,GB,CVEDP,No,Technical Use,1676,1520,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-11-07,2017,Q4,11,7,15050090,15050090,-,,-
2017,Q4,10,25,AE,GB,London Gateway,GB,GB,IN,United Arab Emirates,GB,CVEDP,No,Human Consumption,2082.2,1848,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-11-14,2017,Q4,11,14,210690,210690,Bos Taurus,Bos Taurus,-
2017,Q4,10,25,AE,GB,London Gateway,GB,GB,IN,United Arab Emirates,GB,CVEDP,No,Human Consumption,2082.2,1848,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,2. Non Approved Country,2017-11-14,2017,Q4,11,14,210690,210690,Bos Taurus,Bos Taurus,-
2017,Q4,10,25,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,25070,18400,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-05,2017,Q4,11,5,3032400,03032400|03046200|03046200|03046200|03046200,Pangasius Hypophthalmus,Pangasius Hypophthalmus|Pangasius Hypophthalmus|Pangasius Hypophthalmus|Pangasius Hypophthalmus|Pangasius Hypophthalmus,-
2017,Q4,10,25,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,25070,18400,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-05,2017,Q4,11,5,3046200,03032400|03046200|03046200|03046200|03046200,Pangasius Hypophthalmus,Pangasius Hypophthalmus|Pangasius Hypophthalmus|Pangasius Hypophthalmus|Pangasius Hypophthalmus|Pangasius Hypophthalmus,-
2017,Q4,10,25,US,GB,"Southampton, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,16702.4,16303.2,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-10,2017,Q4,11,10,2202,2202,Bos Taurus,Bos Taurus,-
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,23920,14040,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Chloramphenicol
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,23920,14040,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Nitrofurans
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,23920,14040,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Tetracyclines
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,23920,12480,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q4,10,25,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,25000,13500,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q4,10,25,TH,GB,London Gateway,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,22472.64,19653.84,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-04,2017,Q4,11,4,160232,160232,Aves,Aves,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19262.88,14676.48,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,London Gateway,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,14464,10414.08,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,"Felixstowe, P",GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,14699.1,13000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-04,2017,Q4,11,4,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,"Felixstowe, P",GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,14699.1,13000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,PH,GB,"Felixstowe, P",GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,14699.1,13000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-04,2017,Q4,11,4,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,24372,23760,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23690,23000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23690,23000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-03,2017,Q4,11,3,160232,160232,Aves,Aves,-
2017,Q4,10,25,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,24130,23010,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-04,2017,Q4,11,4,160232,160232,Aves,Aves,-
2017,Q4,10,25,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,25971.86,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-14,2017,Q4,11,14,2109939,2109939,Aves,Aves,Salmonella spp.
2017,Q4,10,25,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,22176,20880,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-14,2017,Q4,11,14,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q4,10,25,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,27500,15000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-16,2017,Q4,11,16,3061792,3061792,Penaeus Monodon,Penaeus Monodon,-
2017,Q4,10,25,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25000,21600,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,16054000,16054000,Procambarus Clarckii,Procambarus Clarckii,-
2017,Q4,10,25,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,5546.59,4010.59,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-04,2017,Q4,11,4,230910,230910,-,,-
2017,Q4,10,25,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,1049,820.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-06,2017,Q4,11,6,42050090,42050090,Otra Mammalia,Otra Mammalia,-
2017,Q4,10,25,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,457.5,221.04,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-06,2017,Q4,11,6,230910,230910,Otra,Otra,-
2017,Q4,10,25,CA,GB,"Grimsby-Immingham, P",DK,DK,CA,Canada,GB,CVEDP,No,Human Consumption,22181.5,18865.6,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,25,CA,GB,"Grimsby-Immingham, P",DK,DK,CA,Canada,GB,CVEDP,No,Human Consumption,22195,18720,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,25,CA,GB,"Grimsby-Immingham, P",DK,DK,CA,Canada,GB,CVEDP,No,Human Consumption,22221,18865.6,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,25,CA,GB,"Grimsby-Immingham, P",DK,DK,CA,Canada,GB,CVEDP,No,Human Consumption,23607,20618.1,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,25,CA,GB,"Grimsby-Immingham, P",DK,DK,CA,Canada,GB,CVEDP,No,Human Consumption,22165,18865.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,25,IN,GB,"Southampton, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,20825,13230,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,3061799,3061799,Litopenaeus Vannamei,Litopenaeus Vannamei,Chloramphenicol
2017,Q4,10,25,IN,GB,"Southampton, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,20825,13230,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,3061799,3061799,Litopenaeus Vannamei,Litopenaeus Vannamei,Nitrofurans
2017,Q4,10,25,IN,GB,"Southampton, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,20825,13230,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-06,2017,Q4,11,6,3061799,3061799,Litopenaeus Vannamei,Litopenaeus Vannamei,Tetracyclines
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,18391.2,16236.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,3033985,03033985|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03049999|03061490|03061792|03074980,Cynoglossus Spp,Acanthurus Spp|Cynoglossus Spp|Doryteuthis Spp|Engraulidae|Epinephelus Spp|Lethrinus Spp|Lutjanidae|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Parupeneus Spp|Penaeus Spp|Portunus Spp|Sillago Spp|Stromateus Spp,-
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,18391.2,16236.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,3038990,03033985|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03049999|03061490|03061792|03074980,Acanthurus Spp,Acanthurus Spp|Cynoglossus Spp|Doryteuthis Spp|Engraulidae|Epinephelus Spp|Lethrinus Spp|Lutjanidae|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Parupeneus Spp|Penaeus Spp|Portunus Spp|Sillago Spp|Stromateus Spp,-
2017,Q4,10,25,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,18391.2,16236.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-01,2017,Q4,11,1,3038990,03033985|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03038990|03049999|03061490|03061792|03074980,Engraulidae,Acanthurus Spp|Cynoglossus Spp|Doryteuthis Spp|Engraulidae|Epinephelus Spp|Lethrinus Spp|Lutjanidae|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Parupeneus Spp|Penaeus Spp|Portunus Spp|Sillago Spp|Stromateus Spp,-
