YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-09,2018,Q4,12,9,160232,160232|1905,-,,-
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,5278,4032,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-09,2018,Q4,12,9,1905,160232|1905,-,,-
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,160232,160232|1905,-,,-
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,3440,2653,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,1905,160232|1905,-,,-
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,903,752,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,160232,160232,Aves,Aves,-
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,4570,3329,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-12,2018,Q4,12,12,1905,1905,-,,-
2018,Q4,11,30,TH,GB,"Felixstowe, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,3652,3041,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-12,2018,Q4,12,12,160232,160232,Aves,Aves,-
2018,Q4,11,16,VN,GB,Heathrow,GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,10,5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-17,2018,Q4,11,17,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,24,VN,GB,Heathrow,GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,46,23,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-24,2018,Q4,11,24,16052190,16052190,Penaeus Vannamei,Penaeus Vannamei,-
2018,Q4,11,12,BR,GB,London Gateway,IE,IE,BR,BR,GB,CVEDP,No,Human Consumption,21995,20160,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-13,2018,Q4,11,13,160232,160232,Aves,Aves,-
2018,Q4,11,27,IN,GB,"Felixstowe, P",GB,GB,IN,IN,GB,CVEDP,No,Human Consumption,22320,16740,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-02,2018,Q4,12,2,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,15,CL,GB,"Felixstowe, P",DK,DK,CL,CL,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-16,2018,Q4,11,16,16055390,16055390,Mytilus Chilensis,Mytilus Chilensis,Arsenic As
2018,Q4,11,15,CL,GB,"Felixstowe, P",DK,DK,CL,CL,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-16,2018,Q4,11,16,16055390,16055390,Mytilus Chilensis,Mytilus Chilensis,Cadmium Cd
2018,Q4,11,15,CL,GB,"Felixstowe, P",DK,DK,CL,CL,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-16,2018,Q4,11,16,16055390,16055390,Mytilus Chilensis,Mytilus Chilensis,Lead Pb
2018,Q4,11,15,CL,GB,"Felixstowe, P",DK,DK,CL,CL,GB,CVEDP,No,Human Consumption,25200,21600,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-16,2018,Q4,11,16,16055390,16055390,Mytilus Chilensis,Mytilus Chilensis,Mercury Hg
2018,Q4,11,30,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,23000,16000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-02,2018,Q4,12,2,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,2,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,10800,9000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-11,2018,Q4,11,11,3061792,3061792,Penaeus Monodon,Penaeus Monodon,-
2018,Q4,11,6,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,23000,14000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-26,2018,Q4,11,26,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,12,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,23000,16000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-06,2018,Q4,12,6,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,15,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,10440,8700,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-23,2018,Q4,11,23,3061792,3061792,Penaeus Monodon,Penaeus Monodon,-
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Antibacterials
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Chloramphenicol
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Cristall Violet
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Cristall Violet-Leuco
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Malachite Green
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Malachite Green-Leuco
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Nitrofurans
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Quinolones
2018,Q4,11,19,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,24000,12960,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Tetracyclines
2018,Q4,11,29,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,10700,5136,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-04,2018,Q4,12,4,16052110,16052110,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,14,CA,GB,Heathrow,BE,BE,CA,CA,BE,CVEDP,No,Human Consumption,561,450,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-14,2018,Q4,11,14,3063210,3063210,Homarus Spp,Homarus Spp,-
2018,Q4,11,21,CA,GB,Heathrow,BE,BE,CA,CA,BE,CVEDP,No,Human Consumption,1020,820,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-21,2018,Q4,11,21,3063210,3063210,Homarus Spp,Homarus Spp,-
2018,Q4,11,28,CA,GB,Heathrow,BE,BE,CA,CA,BE,CVEDP,No,Human Consumption,1020,819,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-28,2018,Q4,11,28,3063210,3063210,Homarus Americanus,Homarus Americanus,-
2018,Q4,11,14,VN,GB,"Felixstowe, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,18100,13424,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-20,2018,Q4,11,20,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2018,Q4,11,15,VN,GB,"Southampton, P",GB,GB,VN,VN,GB,CVEDP,No,Human Consumption,9000,7500,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-24,2018,Q4,11,24,3061792,3061792,Penaeus Monodon,Penaeus Monodon,-
2018,Q4,11,2,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24145,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-10,2018,Q4,11,10,2104,2104,Aves,Aves,-
2018,Q4,11,2,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24135,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-10,2018,Q4,11,10,2104,2104,Aves,Aves,-
2018,Q4,11,2,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24065,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-10,2018,Q4,11,10,2104,2104,Aves,Aves,-
2018,Q4,11,2,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24125,16992,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-10,2018,Q4,11,10,2104,2104,Aves,Aves,-
2018,Q4,11,12,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24125,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-14,2018,Q4,11,14,2104,2104,Aves,Aves,-
2018,Q4,11,12,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,12377,5877,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-14,2018,Q4,11,14,2104,2104,Aves,Aves,-
2018,Q4,11,16,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24675,16992,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-26,2018,Q4,11,26,2104,2104,Aves,Aves,-
2018,Q4,11,16,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24675,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-26,2018,Q4,11,26,2104,2104,Aves,Aves,-
2018,Q4,11,16,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24765,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-26,2018,Q4,11,26,2104,2104,Aves,Aves,-
2018,Q4,11,28,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,25145,16992,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-30,2018,Q4,11,30,2104,2104,Aves,Aves,-
2018,Q4,11,22,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24985,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-30,2018,Q4,11,30,2104,2104,Aves,Aves,-
2018,Q4,11,22,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,25005,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-30,2018,Q4,11,30,2104,2104,Aves,Aves,-
2018,Q4,11,30,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24915,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-07,2018,Q4,12,7,2104,2104,Aves,Aves,-
2018,Q4,11,30,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24825,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-07,2018,Q4,12,7,2104,2104,Aves,Aves,-
2018,Q4,11,30,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24930,16992,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-07,2018,Q4,12,7,2104,2104,Aves,Aves,-
2018,Q4,11,30,CA,GB,"Southampton, P",GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,24895,16992,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-07,2018,Q4,12,7,2104,2104,Aves,Aves,-
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054200,03054200|03054490|03054980|03055985,Clupea Harengus,Caranx Hippos|Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,Formaldehyde
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054490,03054200|03054490|03054980|03055985,Clarias Spp,Caranx Hippos|Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,Formaldehyde
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054980,03054200|03054490|03054980|03055985,Otra Pesca,Caranx Hippos|Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,Formaldehyde
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054980,03054200|03054490|03054980|03055985,Sphyraena Barracuda,Caranx Hippos|Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,Formaldehyde
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3055985,03054200|03054490|03054980|03055985,Caranx Hippos,Caranx Hippos|Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,Formaldehyde
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,172,160,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3055985,03054200|03054490|03054980|03055985,Tilapia Spp,Caranx Hippos|Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,Formaldehyde
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,377,344,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054200,03054200|03054490|03054980,Clupea Harengus,Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,-
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054490,03054200|03054490|03054980,Clarias Spp,Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,-
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054980,03054200|03054490|03054980,Otra Pesca,Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,-
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054980,03054200|03054490|03054980,Sphyraena Barracuda,Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,-
2018,Q4,11,7,GH,GB,Heathrow,GB,GB,GH,GH,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-07,2018,Q4,11,7,3054980,03054200|03054490|03054980,Tilapia Spp,Clarias Spp|Clupea Harengus|Otra Pesca|Sphyraena Barracuda|Tilapia Spp,-
2018,Q4,11,29,CA,GB,Heathrow,GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,3054100,3054100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha|Oncorhynchus Keta|Oncorhynchus Nerka,-
2018,Q4,11,29,CA,GB,Heathrow,GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,1151,671,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,3054100,3054100,Oncorhynchus Keta,Onchorhynchus Gorbusha|Oncorhynchus Keta|Oncorhynchus Nerka,-
2018,Q4,11,29,CA,GB,Heathrow,GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,3054100,3054100,Oncorhynchus Nerka,Onchorhynchus Gorbusha|Oncorhynchus Keta|Oncorhynchus Nerka,-
2018,Q4,11,13,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,7421,5700,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,13,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,18214,14003,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,13,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,17332,12701,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-04,2018,Q4,12,4,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,13,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,17332,12701,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,13,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,10810,8303,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,20,CA,GB,"Southampton, P",GB,GB,US,CA,GB,CVEDP,No,Human Consumption,17864,14170,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-11-26,2018,Q4,11,26,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,22,CA,GB,"Felixstowe, P",GB,GB,US,CA,GB,CVEDP,No,Human Consumption,17716,14104,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-07,2018,Q4,12,7,16041100,16041100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,-
2018,Q4,11,22,CA,GB,"Felixstowe, P",GB,GB,US,CA,GB,CVEDP,No,Human Consumption,18279,14003,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-07,2018,Q4,12,7,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,27,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,16292,11983,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-11,2018,Q4,12,11,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,27,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,18019,14170,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
2018,Q4,11,28,CA,GB,Liverpool,GB,GB,US,CA,GB,CVEDP,No,Human Consumption,17954,13464,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-17,2018,Q4,12,17,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,-
